,time,pos,vel,torque
1437,14.370000000000001,(-1.1346179723309633-1.5801442335278215e-16j),(-0.05411827454637237+4.419327343825116e-16j),(-2.8100293082615857+4.899755031748311e-16j)
1438,14.38,(-1.131037233212161+2.0110110444559312e-16j),(0.6298998291938701+1.3790016538083762e-16j),(-2.8017911088879592+8.810704817278288e-17j)
1439,14.39,(-1.1275524031806476+5.552208718977814e-17j),(-0.016616506991641793+1.5051412942393985e-16j),(-2.7963226773359295+2.0442588610389004e-16j)
1440,14.4,(-1.124162425322718-1.0027830316610678e-17j),(0.6571933022940178+5.361428177659308e-16j),(-2.793569895869611-1.741872311962152e-16j)
1441,14.41,(-1.1208659954207199+2.0737429569739531e-16j),(0.05179608429535438+2.8143849963340684e-16j),(-2.793447673147606+4.606460609870133e-17j)
1442,14.42,(-1.1176615696443446+2.0844307730344786e-16j),(0.6463850571370751+5.4437356963766116e-17j),(-2.79584493140221-1.6670999046440145e-17j)
1443,14.43,(-1.1145473728530058+2.0632428880007725e-17j),(0.1512848798201153+1.5084251414598295e-16j),(-2.800629752691386+1.6280106892819947e-16j)
1444,14.44,(-1.111521407485106+5.8921862843334864e-18j),(0.5984273323530537+3.7429688425026996e-16j),(-2.80765453017734+2.0362416311756332e-17j)
1445,14.450000000000001,(-1.1085814630086899+1.9314558824550834e-16j),(0.27706507224846605+6.988022982391192e-16j),(-2.8167609777808944+3.319398791057338e-16j)
1446,14.46,(-1.1057251259067613-8.649808626570608e-17j),(0.5193499187009569+2.6365300766243603e-16j),(-2.8277848625772863+2.536673216083639e-16j)
1447,14.47,(-1.102949790169358+1.761130975742124e-17j),(0.4197578748672488-1.2052084678159833e-17j),(-2.8405603385610236+2.644856678452078e-16j)
1448,14.48,(-1.1002526682633655+2.2125052015968929e-16j),(0.41956657851681267-2.6499647190578836e-16j),(-2.8549237774666754+6.282239714042657e-16j)
1449,14.49,(-1.097630802550013+1.259043775826424e-16j),(0.5664466657465067-1.8286496668640874e-16j),(-2.8707170116796084+5.011927132244507e-16j)
1450,14.5,(-1.0950810771190151+1.2260014312853595e-16j),(0.31253095306305206-2.6606319423059393e-16j),(-2.8877899253487826+7.069296961939951e-16j)
1451,14.51,(-1.0926002300074071+1.8794117859975862e-16j),(0.7022952340406048+6.161982963084979e-17j),(-2.9060023520325733+2.2013369479124006e-16j)
1452,14.52,(-1.0901848657703086+1.507050750427169e-16j),(0.21292483729711809-4.964465061534717e-17j),(-2.925225259959843+8.689020149726675e-18j)
1453,14.530000000000001,(-1.0878314683700538+1.6806177545391383e-16j),(0.8125058362879498+1.8091073349505732e-16j),(-2.945341228660401+9.823673152331487e-17j)
1454,14.540000000000001,(-1.0855364143494792-2.4144978174733755e-16j),(0.13463190688500332+1.7610527511712351e-16j),(-2.9662442427121225-1.0526783014014075e-16j)
1455,14.55,(-1.083295986254508+8.250607517301587e-17j),(0.8843419407835064-1.319993296592605e-16j),(-2.987838849093259+4.82120332233975e-16j)
1456,14.56,(-1.0811063862706727+1.7013820813293371e-16j),(0.08878395534392634-1.2791885505935106e-16j),(-3.010038743585242+1.378343260043416e-16j)
1457,14.57,(-1.0789637500377387-2.0646866881545088e-16j),(0.9089272366983419-8.125474639121229e-16j),(-3.0327648683643034+2.1186473917060426e-16j)
1458,14.58,(-1.076864160606226-1.1036950050424105e-16j),(0.08215930232402362-8.207986241588328e-17j),(-3.0559431169342455+1.823557479939601e-16j)
1459,14.59,(-1.0748036624993254+1.4133239681690043e-16j),(0.8825608782919584-9.583989527305728e-17j),(-3.079501753546824+1.2354035346429535e-16j)
1460,14.6,(-1.0727782758435072+2.8884009524965427e-16j),(0.1161651377001079-5.089987129776704e-16j),(-3.1033686619712406-5.247038680806897e-17j)
1461,14.61,(-1.0707840105309565+1.6431127094417943e-16j),(0.8073551272683325+3.7936635731978076e-17j),(-3.127468542738209+8.101056128843639e-17j)
1462,14.620000000000001,(-1.068816880376953-7.519672686295068e-17j),(0.18655393517113858-6.273628299168274e-16j),(-3.151720178716335+8.843623696978307e-17j)
1463,14.63,(-1.066872917235318+1.2477033088843068e-16j),(0.6910961432804941-1.1900842216494074e-15j),(-3.176033886090318+2.039195993396546e-17j)
1464,14.64,(-1.0649481850351714-8.003887663426673e-17j),(0.28392038923007534-3.3390819603147825e-16j),(-3.200309261604399-1.33471673334604e-16j)
1465,14.65,(-1.0630387937024397+4.833269948712484e-17j),(0.546338098037809-6.045923757817242e-16j),(-3.2244333275012-5.875462154189278e-17j)
1466,14.66,(-1.0611409129298197+2.2256919557933705e-18j),(0.3949145155967407-1.8567097486342066e-16j),(-3.248279163198783-3.611515962609847e-17j)
1467,14.67,(-1.0592507857592646+1.4794086572511334e-16j),(0.38884930992514716-2.571989698810646e-16j),(-3.27170509775626-1.4502588935604364e-16j)
1468,14.68,(-1.0573647419414864+1.0810140711581752e-16j),(0.504004587570874-1.1632548087214951e-16j),(-3.2945545199952004+3.9654329206482057e-16j)
1469,14.69,(-1.0554792110374915+2.0270169005574057e-17j),(0.23562106903730423-1.4387095353970128e-16j),(-3.3166563442411268-4.969021835782135e-16j)
1470,14.700000000000001,(-1.053590735227746+2.6182680859705495e-16j),(0.5955451834147307-5.885913256649311e-16j),(-3.337826149540245+2.748885537758891e-17j)
1471,14.71,(-1.051695981795232-7.781318467847336e-17j),(0.10271197309525165-1.7154176527245774e-16j),(-3.357867989435668-2.3220380710234757e-17j)
1472,14.72,(-1.049791755249416+2.654280538300159e-16j),(0.6558621211247284-3.4316313841404866e-16j),(-3.3765768485159264+8.856767545140723e-16j)
1473,14.73,(-1.0478750090589428+1.053927019941126e-16j),(0.0032239484172799397-4.3385565998963896e-16j),(-3.3937417015401277+5.394927487418444e-16j)
1474,14.74,(-1.0459428569617708+9.878423308589972e-17j),(0.6750637423660255-9.747550590138318e-16j),(-3.409149111551027-3.458597715978389e-16j)
1475,14.75,(-1.043992583822414-9.352511192831728e-17j),(-0.054312683443243054-8.498618691404015e-16j),(-3.422587285536105+1.307627232600515e-16j)
1476,14.76,(-1.0420216560069917+5.190309190268666e-16j),(0.6483272059179135+2.0345400069927693e-16j),(-3.4338504903759643+8.877033413195402e-16j)
1477,14.77,(-1.0400277312478543-2.050227152482751e-18j),(-0.0669259902521164-6.88449976578028e-16j),(-3.4427437184660827+2.1089592247432751e-16j)
1478,14.780000000000001,(-1.0380086679707463+1.956412927695531e-16j),(0.5764834875985317-7.778571679227696e-16j),(-3.449087481887819+1.5474307061655686e-16j)
1479,14.790000000000001,(-1.0359625340586474+1.1187311234186703e-16j),(-0.03743124228527718-3.4894176408341905e-16j),(-3.452722606641681-6.618885392317391e-17j)
1480,14.8,(-1.0338876150277225+1.3042680808409637e-16j),(0.4658248047369165-1.5476183310804725e-16j),(-3.4535148944652256+3.600245087685718e-16j)
1481,14.81,(-1.031782421592159-2.9914205669701034e-16j),(0.026120658298819353-4.227804161650563e-16j),(-3.4513595192796793+3.478601528767696e-16j)
1482,14.82,(-1.029645696596024-1.0812260783213261e-16j),(0.32716873528575735-5.621641520999617e-17j),(-3.4461850283946873+1.7852968198983155e-16j)
1483,14.83,(-1.0274764212917253+5.66009265953139e-16j),(0.11168749678105924-5.896469824065131e-16j),(-3.4379568252105006+1.7497083818950078e-16j)
1484,14.84,(-1.025273820946161+3.4801685659446505e-16j),(0.17431843223784646-4.2849186885420586e-16j),(-3.4266800201625567+2.0231787873123817e-16j)
1485,14.85,(-1.0230373697571298-1.0191550514180656e-16j),(0.20498833327768953-9.756877000989594e-16j),(-3.4124015498386933+4.062533072282947e-16j)
1486,14.86,(-1.020766795064185-4.0476735862202884e-17j),(0.022142909501604947-1.2713252349769982e-15j),(-3.3952114802663913+1.983554112607571e-16j)
1487,14.870000000000001,(-1.0184620808396994+2.8692451683598394e-16j),(0.29151012187552544-1.2627845763058358e-16j),(-3.3752434289426048+7.252485615446127e-16j)
1488,14.88,(-1.0161234704475532-4.510309467140518e-17j),(-0.11544672275952428-9.280407019765912e-16j),(-3.3526740608225243+2.9763472263892344e-16j)
1489,14.89,(-1.0137514686585456+4.184357079191764e-16j),(0.3584813821598674-9.592551267098945e-16j),(-3.327721635699396+6.151171363143342e-18j)
1490,14.9,(-1.0113468429133143-2.8910280254892515e-16j),(-0.22733731551355796-1.7089246351270501e-15j),(-3.3006436076553225+2.4061504629073876e-16j)
1491,14.91,(-1.008910623825292+1.9207076796765624e-16j),(0.39653473825832236-1.4483680297377117e-15j),(-3.27173330097062+2.0610433366719016e-16j)
1492,14.92,(-1.0064441049179578+1.2435406096967164e-17j),(-0.3066119351248839-5.868008880176842e-16j),(-3.241315710457518+2.883929321347386e-16j)
1493,14.93,(-1.0039488415924374-3.7672433515068544e-16j),(0.40082895366079396-9.17964843890164e-16j),(-3.2097424970397808+5.559016544653061e-17j)
1494,14.94,(-1.001426649323247+1.026756539665136e-16j),(-0.3513149051863152+1.5389142416323844e-16j),(-3.1773862709514216+1.3275109678135377e-16j)
1495,14.950000000000001,(-0.9988796010817979+7.902662086844635e-17j),(0.3714825952822589-2.4203965275739254e-16j),(-3.144634274618645-1.364049938104611e-17j)
1496,14.96,(-0.996310023989053+4.081231461136629e-16j),(-0.3644860551849094-5.087885483527432e-16j),(-3.1118815946019773+1.5685599404349861e-16j)
1497,14.97,(-0.9937204952005465+1.1834066487920044e-16j),(0.31327360490921874-7.738823781558419e-16j),(-3.079524046445016-1.9621411361094698e-16j)
1498,14.98,(-0.9911138370287527-1.794894406895876e-16j),(-0.35347377059349055-1.1117003031457273e-15j),(-3.047950887500553-3.360513252343518e-17j)
1499,14.99,(-0.9884931113095856+2.5148903589542275e-16j),(0.23466683075718872-1.0345250492322855e-15j),(-3.0175375204566928-1.5279185571753264e-16j)
1500,15.0,(-0.9858616130216205+4.71984455047122e-16j),(-0.32864127383112224-8.32835079428391e-16j),(-2.9886383541201695-3.2182807059308885e-16j)
1501,15.01,(-0.9832228631683657+4.6658627656410284e-17j),(0.1463292072803449+1.2137616935481654e-16j),(-2.9615799878762434+5.826009098084465e-17j)
1502,15.02,(-0.9805806009356864+2.9761915814375285e-16j),(-0.30166777432834596-6.8035494600085e-16j),(-2.9366548820732805-1.8214854489058795e-16j)
1503,15.030000000000001,(-0.9779387751382148+2.1674491464196485e-16j),(0.0593655435526422-6.765971583233372e-16j),(-2.9141156684112124+8.115340835551703e-17j)
1504,15.040000000000001,(-0.9753015349702874+3.5299365510459347e-16j),(-0.2837030558737658-2.6115921772419974e-18j),(-2.8941702423791034-6.247289784587062e-17j)
1505,15.05,(-0.9726732200786472-2.164572228274159e-17j),(-0.01645381453857549-7.177411015187312e-16j),(-2.8769777641154164+9.469948478133218e-17j)
1506,15.06,(-0.970058349975785+1.4762948936114527e-16j),(-0.2836525434580527-9.603791515664182e-16j),(-2.8626456750734777-9.748330944711894e-17j)
1507,15.07,(-0.9674616128144264+2.4537526115468753e-16j),(-0.07420428677263585-7.553980500716857e-16j),(-2.851227815965785-1.2778255937390468e-16j)
1508,15.08,(-0.9648878535452478+5.670956280606158e-17j),(-0.30684739454923304+3.684851250986113e-16j),(-2.8427237071117877-3.401710661964166e-16j)
1509,15.09,(-0.9623420614814481+1.5510095475840498e-16j),(-0.11083017013206864-9.086504103885578e-16j),(-2.8370790260670495-2.2589085809593023e-16j)
1510,15.1,(-0.9598293572952938+3.2755502687948734e-16j),(-0.3542941934659441-1.9038082696882347e-16j),(-2.83418728986252-1.2511241933570394e-16j)
1511,15.11,(-0.9573549794732097+1.1781142227929163e-16j),(-0.1275279436917127-1.033690849289661e-15j),(-2.8338927209663543-1.1231278160988824e-17j)
1512,15.120000000000001,(-0.9549242702573784+1.5785206131274007e-16j),(-0.4226103874067387-9.07367311751522e-16j),(-2.835994247857031-2.398779052860102e-16j)
1513,15.13,(-0.9525426611031713+1.0962621966975858e-16j),(-0.1294359395564674-1.005617667673431e-15j),(-2.8402505635358457-5.536863760226618e-16j)
1514,15.14,(-0.9502156576829873-8.38816284501834e-17j),(-0.5046478481612777-7.23004888970026e-16j),(-2.846386139073075-3.7896793273361697e-16j)
1515,15.15,(-0.947948824468346+2.2918032073893207e-16j),(-0.1246820501283201-4.4299190037686704e-16j),(-2.854098065018403-4.4334255234254307e-16j)
1516,15.16,(-0.9457477689232149+9.02485907754405e-17j),(-0.5907032610992897-3.1881620646448784e-16j),(-2.8630635718184734-2.6547120914999235e-16j)
1517,15.17,(-0.9436181253426594-2.1146023305041913e-17j),(-0.12293869468201479-3.1074832360633924e-16j),(-2.872948061827614+3.0985188215049685e-16j)
1518,15.18,(-0.9415655383719441+9.243188129860373e-17j),(-0.6701257844085473-5.642343589575006e-16j),(-2.8834134705615475-2.942665992724379e-17j)
1519,15.19,(-0.9395956462421644+3.8003503832865404e-18j),(-0.13370940825253066+2.8478636827376245e-16j),(-2.894126763940661-7.325392811294446e-16j)
1520,15.200000000000001,(-0.9377140637593799-2.3296939867992946e-16j),(-0.7330726481922418-5.907834939050251e-16j),(-2.904768371723832-1.1506389877347613e-16j)
1521,15.21,(-0.9359263650850561-8.088710131220899e-17j),(-0.16461298780854186-1.8838307292280108e-16j),(-2.9150403553735518-1.621841997075415e-16j)
1522,15.22,(-0.934238066346327-6.472067441860354e-18j),(-0.7721409274781174+3.50288030908469e-16j),(-2.9246741113427426-1.3564648177993172e-16j)
1523,15.23,(-0.9326546081152829+1.0493540444904306e-16j),(-0.219932931529022+1.4811504793866293e-16j),(-2.9334374182501737-1.3654725901617564e-16j)
1524,15.24,(-0.9311813377970525-3.8473425046877226e-17j),(-0.7836219680472135-5.054129029518966e-16j),(-2.941140648521949-7.516149152735969e-17j)
1525,15.25,(-0.929823491966962-1.6481096992187909e-16j),(-0.29966159945104454-9.48504168812777e-17j),(-2.947641981619715-6.025888689164337e-17j)
1526,15.26,(-0.9285861786974724-1.1032709907161089e-16j),(-0.7681812091284724+2.447418216593409e-16j),(-2.9528514766443026-3.102443109494401e-16j)
1527,15.27,(-0.9274743599158963-1.4641605317117224e-16j),(-0.3991956896219672-1.4422609867390898e-16j),(-2.956733886488882-3.4862660099167344e-17j)
1528,15.280000000000001,(-0.9264928338342232-1.4814204614926594e-16j),(-0.7308521572143613+2.0761850896510068e-16j),(-2.959310123317758-4.746549952968409e-16j)
1529,15.290000000000001,(-0.9256462174924629-1.0735128739715483e-17j),(-0.5097429490484678-2.1361256194264947e-16j),(-2.960657315383324+1.1367222718365492e-16j)
1530,15.3,(-0.9249389294570459-8.274758175597164e-17j),(-0.6803363418280592+2.1844470209352147e-16j),(-2.960907427411306+1.9159226970627167e-16j)
1531,15.31,(-0.9243751727158088-8.152128775557763e-17j),(-0.6193937489274558-3.7876811249266466e-16j),(-2.960244450274091+3.7330288744712566e-16j)
1532,15.32,(-0.9239589178109695+4.0540338011148114e-17j),(-0.6277060032160463+2.897562757079253e-16j),(-2.9589001996834066+6.4715962516612e-17j)
1533,15.33,(-0.9236938862513593-2.0078508296170387e-17j),(-0.7147109297264861+3.906988763802122e-16j),(-2.9571487973917954-9.751887574854757e-17j)
1534,15.34,(-0.9235835342448678-6.487356469927955e-17j),(-0.5846974881569506-5.885252717042168e-17j),(-2.9552999411151646+5.57254494584894e-16j)
1535,15.35,(-0.9236310367917204+6.5016110640695126e-18j),(-0.7826119992923578+1.8597318913301404e-16j),(-2.9536911003039235-6.172217257046622e-17j)
1536,15.36,(-0.9238392721787814-1.6310617766010045e-16j),(-0.5618472977876221-6.594741335960991e-16j),(-2.9526788032539395+5.778063141537906e-16j)
1537,15.370000000000001,(-0.9242108069145086-9.886989021372798e-17j),(-0.8122711574050477-9.967795000601066e-17j),(-2.9526292061615402+1.5679113648222248e-16j)
1538,15.38,(-0.9247478811436097-2.647907765771088e-16j),(-0.5667498407174979+2.082927926070049e-16j),(-2.953908155951875-2.811954245214206e-17j)
1539,15.39,(-0.925452394579723-2.480794513718655e-16j),(-0.7967617703910193-1.1378613923530928e-16j),(-2.9568709754865066-2.2316487875800967e-16j)
1540,15.4,(-0.9263258929936903-9.996312084344156e-17j),(-0.6027019793212179-2.1892107105324901e-16j),(-2.9618522116144597-1.7467024436212672e-16j)
1541,15.41,(-0.9273695552940979-3.021619560042468e-16j),(-0.7341940689024242+3.153320858662059e-16j),(-2.969155593104182+3.090532522846371e-16j)
1542,15.42,(-0.928584181235838-1.5843340723846445e-16j),(-0.667946215499512-1.2343259034362024e-16j),(-2.9790444465272725+4.1735291028821224e-16j)
1543,15.43,(-0.9299701797914043-4.2107562390327763e-16j),(-0.6281732263107194-6.840739954984414e-17j),(-2.991732813524218+1.9852704806270056e-16j)
1544,15.44,(-0.9315275582185434-3.8084648007766115e-16j),(-0.7556394100202072+7.759667482803971e-17j),(-3.007377502558063-1.030535620158219e-16j)
1545,15.450000000000001,(-0.9332559118566991-2.7846375652627315e-16j),(-0.48749950829319305-2.4950524235982452e-17j),(-3.026071292371831+9.657974184642141e-17j)
1546,15.46,(-0.9351544146834355-2.964333515753054e-16j),(-0.8545695076499756+1.2736265845124324e-16j),(-3.0478374831536126+2.263664435164374e-16j)
1547,15.47,(-0.9372218106606963-3.7183910445309354e-16j),(-0.32514091976321-1.1692095744186264e-16j),(-3.0726259652474424+1.3254063738552432e-16j)
1548,15.48,(-0.9394564058993827-3.9088573422574624e-16j),(-0.9505339874378923+6.49442409901926e-16j),(-3.100310944612726+1.4590983318900727e-17j)
1549,15.49,(-0.9418560616692471-4.0517970676579257e-16j),(-0.15661393447642036-1.9124441309796154e-17j),(-3.1306904297231215+2.982884961844762e-17j)
1550,15.5,(-0.944418188279588-3.7204204501430047e-16j),(-1.0281965066484073+8.805602902376654e-16j),(-3.16348754689728-1.7458751677069345e-16j)
1551,15.51,(-0.9471397398546486-3.064726057233906e-16j),(0.0020058372390568823+2.2170051243577826e-16j),(-3.198353710941984-2.8272180560439215e-16j)
1552,15.52,(-0.9500172100259721-6.528444367941409e-16j),(-1.0731666762303587+6.776607070054217e-17j),(-3.234873636303867+3.923082651362575e-17j)
1553,15.530000000000001,(-0.953046628562259-7.678913453479421e-18j),(0.1361664185094057-6.460552226714547e-16j),(-3.2725721315606435+2.0690183610781032e-16j)
1554,15.540000000000001,(-0.9562235589555279-4.2301740784348507e-16j),(-1.0740126220368431-6.053337818757365e-17j),(-3.3109225779595306-3.7956044651663333e-16j)
1555,15.55,(-0.9595430969805796-3.2943027913435454e-16j),(0.23472385098626505-5.4785058158297826e-17j),(-3.3493569517645803-2.598043723392413e-16j)
1556,15.56,(-0.9629998702428968-4.576451515380506e-16j),(-1.0239222427207932-3.31694576506571e-16j),(-3.3872772113330214-2.2580804682479277e-16j)
1557,15.57,(-0.9665880387282502-3.192987776800871e-16j),(0.2913630851896863+2.8776750048847206e-17j),(-3.4240678340019786-3.3320778185469206e-16j)
1558,15.58,(-0.9703012963653099-2.422525141831112e-16j),(-0.9217761515180912-3.3306059785174556e-16j),(-3.4591092558814402+1.1324286812474657e-16j)
1559,15.59,(-0.9741328736106362-3.9605462057656237e-16j),(0.3053551548656732+2.440143184154811e-16j),(-3.4917919402994295-4.535920099122752e-16j)
1560,15.6,(-0.9780755410633931-2.0905582796161192e-16j),(-0.772476544120916+2.0093445268595565e-16j),(-3.521530778628128+4.0034445197127485e-17j)
1561,15.610000000000001,(-0.9821216141151143-1.2900384856407663e-16j),(0.2815441994549945-2.088211504012356e-16j),(-3.54777951112978-2.862506356447347e-16j)
1562,15.620000000000001,(-0.986262958637794-3.8278948383321856e-16j),(-0.5864800638755325-2.566065685979942e-16j),(-3.5700448457767235+4.0797247816130955e-17j)
1563,15.63,(-0.9904909977115113-4.598781487628245e-16j),(0.22956710157814142+9.874682280419762e-17j),(-3.587899950070173-2.648243649660658e-16j)
1564,15.64,(-0.9947967193906924-2.0561773745275903e-16j),(-0.37859424967328753-1.3238285302442028e-16j),(-3.600996994918187-3.001684528630127e-16j)
1565,15.65,(-0.9991706855060306-3.8618879475468047e-16j),(0.16241740109852085-4.029756249772536e-17j),(-3.6090784407003222-5.607469124807906e-16j)
1566,15.66,(-1.0036030414969594-2.716384516095189e-16j),(-0.1662003363168546+6.721106657623586e-16j),(-3.611986773661254-1.698854168904448e-16j)
1567,15.67,(-1.0080835272674682-3.8244842467509996e-16j),(0.09455804419768986+1.133897771066195e-16j),(-3.6096724255052375+7.270253011359846e-17j)
1568,15.68,(-1.0126014890559287-2.3414362014375894e-16j),(0.03285478588656624+6.357383083719346e-16j),(-3.6021996401273872-2.196702034098495e-16j)
1569,15.69,(-1.0171458923074979-2.0725803450630476e-16j),(0.03985104886628035+4.2583004127293835e-16j),(-3.5897500882947235-2.6267773995974677e-16j)
1570,15.700000000000001,(-1.0217053355355428-1.7060320728901675e-16j),(0.20240922737063657+8.795440019223412e-16j),(-3.5726240731254206-3.506777911164449e-16j)
1571,15.71,(-1.0262680651564633-1.9175577397940293e-16j),(0.009597195846404793+9.132944489189415e-16j),(-3.5512392156332586-9.398369206314786e-17j)
1572,15.72,(-1.0308219912801924-5.306269863355422e-17j),(0.3298868094743464+1.7964417491436223e-16j),(-3.5261265595238482-2.387418693096986e-16j)
1573,15.73,(-1.0353547044366067-2.1575172410129105e-17j),(0.010961841643970389+3.9232102706354766e-16j),(-3.497924086878134-3.3485599047307236e-17j)
1574,15.74,(-1.039853493216055-4.1479997702819537e-16j),(0.40769253051496557-9.10083839536809e-17j),(-3.467367690294231+5.222188762973024e-16j)
1575,15.75,(-1.0443053628001902-2.2468861066854213e-16j),(0.04600644027101686+4.916152715259619e-16j),(-3.4352797013882492+1.1253968826413572e-16j)
1576,15.76,(-1.0486970543573415-1.7685353488528994e-16j),(0.43392086231327787+7.800389590907911e-16j),(-3.402555129157776+1.1230915898301063e-16j)
1577,15.77,(-1.0530150652747126-1.7523181013732914e-17j),(0.11145760744803125+3.135878217081922e-16j),(-3.3701458134622904-1.2400160679178222e-16j)
1578,15.780000000000001,(-1.0572456701977966-2.0464605279858935e-16j),(0.41229373375393463+1.0251689176463158e-15j),(-3.3390427476655433+4.3795457994043623e-16j)
1579,15.790000000000001,(-1.0613749428455606-4.359202847123953e-16j),(0.1992393259594303+5.440285071914984e-16j),(-3.310256869249928-5.017025997912555e-17j)
1580,15.8,(-1.0653887785681346-2.0331290095405197e-16j),(0.3513549049736305+4.447297478245571e-16j),(-3.2847986569503935+3.706664917371329e-16j)
1581,15.81,(-1.0692729176119937-2.053762308698033e-16j),(0.2976845806172882+1.3332064770717102e-17j),(-3.2636569067498247+4.073944316147375e-17j)
1582,15.82,(-1.0730129690559227-2.735883335027729e-16j),(0.2630524479653774+4.3646163804693846e-16j),(-3.247777086119464-4.305829508679066e-16j)
1583,15.83,(-1.0765944353794166-9.464447049112856e-17j),(0.3932461355369108+2.223014330364768e-16j),(-3.23803968549159+2.1641610278863778e-16j)
1584,15.84,(-1.0800027376235912-1.4849248585019212e-16j),(0.1609260853748629+7.488130573223475e-17j),(-3.2352389975725067-9.453044654994603e-17j)
1585,15.85,(-1.0832232411031604-3.6863746530096525e-16j),(0.47245623856998165+4.06738923574362e-16j),(-3.240062758350381-2.8810755514117983e-16j)
1586,15.860000000000001,(-1.0862412816266116-8.265533444978939e-17j),(0.058169015882822216+6.244376278293854e-17j),(-3.253073078296833+1.7939987796695282e-16j)
1587,15.870000000000001,(-1.0890421921803022-1.470614283771259e-16j),(0.5238517551982649+6.759880005976507e-16j),(-3.2746890782465528+5.170108448063134e-16j)
1588,15.88,(-1.0916113300309565-3.98101599399342e-17j),(-0.034152887670197814+4.949628369492372e-17j),(-3.3051716218824674+3.9339726910310217e-16j)
1589,15.89,(-1.0939341041997617-4.6957146209957327e-17j),(0.5395892322604234+4.812579831484308e-16j),(-3.3446105059467954+7.29591866600797e-16j)
1590,15.9,(-1.0959960032601714-2.246886106685422e-16j),(-0.10846964412424218+4.715695589346827e-16j),(-3.3929144307026657+2.53801038491169e-16j)
1591,15.91,(-1.0977826234104309-1.2837157612139158e-16j),(0.5165222814973442+7.81868336443108e-16j),(-3.44980402741262+1.2698993739059345e-16j)
1592,15.92,(-1.0992796967708978-2.1681954428035165e-16j),(-0.16147357135322402+9.002509067406216e-16j),(-3.5148081674584377+2.727253800202211e-16j)
1593,15.93,(-1.1004731198553088-3.347611003939287e-16j),(0.4565942580708814+7.240118691324136e-16j),(-3.58726372011932+1.649500559717791e-16j)
1594,15.94,(-1.101348982164389-3.9961346437689323e-16j),(-0.19418573720047794+8.923937032692134e-17j),(-3.6663188639940967-3.342765794533246e-16j)
1595,15.950000000000001,(-1.101893594849449-1.0119592742875015e-16j),(0.36650055149269894+3.589203959299802e-16j),(-3.7509399917419524-1.219335672062673e-16j)
1596,15.96,(-1.1020935193930586-3.531025882225639e-16j),(-0.21133029431448563+7.763307084221946e-16j),(-3.8399221804515182-1.2080517883440212e-16j)
1597,15.97,(-1.1019355962533037-3.7496861637194617e-16j),(0.25668198003661236+2.7444760166273675e-16j),(-3.9319031318142343-1.8034885413011487e-16j)
1598,15.98,(-1.1014069734177734-6.167618808931649e-17j),(-0.2201280941777201+5.90488922053933e-16j),(-4.025380418691963+5.055527816858626e-16j)
1599,15.99,(-1.1004951348130614+7.465820950114043e-17j),(0.13980806038310784+5.131811341751633e-16j),(-4.118731808955587+3.5508262304774746e-16j)
1600,16.0,(-1.0991879285153565-1.7159569631746857e-16j),(-0.22870721044776934+5.492479693616962e-16j),(-4.210238374935906-8.467035351291962e-18j)
1601,16.01,(-1.0974735947075664-1.3099677318484129e-16j),(0.028982091195980005+5.137623914861133e-16j),(-4.298110038730829-1.1015163426830028e-16j)
1602,16.02,(-1.0953407933284007-1.9529085306862697e-16j),(-0.24438427080402653+2.3766366532789514e-16j),(-4.3805131511427255-1.7391235298968313e-16j)
1603,16.03,(-1.0927786313589096-9.343207193806905e-17j),(-0.06406159577568192+2.75707657520118e-16j),(-4.455599656270575+1.319728213543525e-16j)
1604,16.04,(-1.0897766896921537-1.366811150709221e-16j),(-0.27208859442326117+6.160264752186156e-16j),(-4.52153735572962-2.0756031407703245e-16j)
1605,16.05,(-1.0863250495319539-1.3971533695677712e-16j),(-0.13049970468602187+2.8866847821562685e-16j),(-4.5765407569536025-6.690259113544723e-17j)
1606,16.06,(-1.0824143182670647-1.6245270450110032e-16j),(-0.3131784904119173+1.8925569490750306e-16j),(-4.618901969732861-2.26753448358986e-16j)
1607,16.07,(-1.0780356547675802-1.2566287099968665e-16j),(-0.16547452107076588+5.165675682574006e-16j),(-4.647021104565041+1.4118997642430714e-17j)
1608,16.080000000000002,(-1.0731807940509743-1.2965488209237686e-16j),(-0.36483912886623854+2.6545181972585306e-16j),(-4.6594356258706435-2.5880623720568694e-16j)
1609,16.09,(-1.067842071265848-3.1247000290523353e-16j),(-0.16850929704509782+2.2518213557783687e-16j),(-4.654848122788476-9.723321500542157e-17j)
1610,16.1,(-1.0620124449422625-1.956412927695531e-16j),(-0.4201630840790849+5.81395009303589e-16j),(-4.632151980055976+8.123945501381872e-17j)
1611,16.11,(-1.0556855194583867-1.2566287099968665e-16j),(-0.1432303642480239+5.700263255314275e-16j),(-4.590454461140035-5.998529127487239e-17j)
1612,16.12,(-1.048855566674198-1.0914320650384702e-16j),(-0.4689110812985654+1.5964715115569608e-16j),(-4.529096754865792+3.0964178902420445e-17j)
1613,16.13,(-1.0415175466840163-1.501665576809067e-16j),(-0.09644720741487746+2.505795452877898e-16j),(-4.447670584659152-2.1754392485727757e-16j)
1614,16.14,(-1.033667127640863-1.2343717904389327e-16j),(-0.4988470173393391+3.2999492738571197e-17j),(-4.346031035363444+2.094368489216607e-16j)
1615,16.15,(-1.0253007046068567-1.5239224963670006e-16j),(-0.03673925340366113-1.6942819924974339e-16j),(-4.224305315441672+1.785604024208956e-16j)
