time,position,velocity,torque
2.073000000000000043e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.260155685549951166e+00
2.073100000000000165e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.260155685549951166e+00
2.073199999999999932e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.260155685549951166e+00
2.073300000000000054e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.260155685549951166e+00
2.073400000000000176e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.260155685549951166e+00
2.073499999999999943e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.260155685549951166e+00
2.073600000000000065e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.260155685549951166e+00
2.073700000000000188e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.260155685549951166e+00
2.073799999999999955e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.073900000000000077e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074000000000000199e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074099999999999966e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074200000000000088e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074300000000000210e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074399999999999977e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074500000000000099e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074599999999999866e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074699999999999989e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074800000000000111e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.074899999999999878e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075100000000000122e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075199999999999889e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075300000000000011e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075400000000000134e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075499999999999901e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075600000000000023e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075700000000000145e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075799999999999912e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.075900000000000034e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.076000000000000156e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.076099999999999923e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.076200000000000045e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.267207187283778236e+00
2.076300000000000168e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.076399999999999935e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.076500000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.076600000000000179e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.076699999999999946e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.076800000000000068e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.076900000000000190e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.076999999999999957e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.077100000000000080e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.077200000000000202e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.077299999999999969e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.077400000000000091e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.077500000000000213e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.274239431024396296e+00
2.077599999999999980e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.077700000000000102e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.077799999999999869e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.077899999999999991e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078000000000000114e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078099999999999881e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078200000000000003e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078300000000000125e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078399999999999892e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078500000000000014e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078600000000000136e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078699999999999903e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078800000000000026e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078900000000000148e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.078999999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.079100000000000037e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.079200000000000159e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.079299999999999926e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.079400000000000048e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.079500000000000171e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.079599999999999937e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.079700000000000060e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.281252357038853429e+00
2.079800000000000182e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.079899999999999949e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080100000000000193e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080199999999999960e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080300000000000082e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080400000000000205e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080499999999999972e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080600000000000094e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080700000000000216e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080799999999999983e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080900000000000105e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.080999999999999872e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.081099999999999994e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.081200000000000117e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.081299999999999883e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.081400000000000006e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.081500000000000128e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.081599999999999895e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.288245905758386378e+00
2.081700000000000017e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.295220017778723420e+00
2.081800000000000139e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.295220017778723420e+00
2.081899999999999906e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.295220017778723420e+00
2.082000000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.295220017778723420e+00
2.082100000000000151e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.295220017778723420e+00
2.082199999999999918e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.295220017778723420e+00
2.082300000000000040e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.295220017778723420e+00
2.082400000000000162e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.295220017778723420e+00
2.082499999999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.295220017778723420e+00
2.082600000000000051e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.082700000000000173e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.082799999999999940e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.082900000000000063e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083000000000000185e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083099999999999952e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083200000000000074e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083300000000000196e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083399999999999963e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083500000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083600000000000207e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083699999999999974e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083800000000000097e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083900000000000219e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.083999999999999986e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
2.084100000000000108e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.302174633860726516e+00
