Controller,Swingup Time,Energy,Max. Torque,Integrated Torque,Torque Cost,Torque Smoothness,Real AI Score, Username
ddpg,4.949999999999938,13.81524715361516,1.0,4.9927540594990685,4.732030478688137,0.2686644324065822,0.7857365648415185,fwiebe
energyshaping_lqr,5.159999999999934,13.436605628091412,1.0,4.757414033471819,4.089685707225868,0.06222990634110046,0.8136784438814771,fwiebe
dircol_tvlqr_lqr,8.699999999999859,12.37179207250633,1.5,4.080395712344156,3.0536324033956643,0.031338240370791866,0.7258972853826633,fwiebe
sac,6.329999999999909,10.302109357115809,2.0,11.83129273295388,18.332437432767442,1.4019507706919558,0.503950920731439,dharnack
ilqr_tvlqr_lqr,5.259999999999932,10.650164302099208,1.5,3.662676272652683,2.993507309594941,0.023488820087506454,0.797963295623612,fwiebe
