time,pos,vel,torque
0.000000000000000000e+00,-1.457236591136279458e-03,-7.692307692308020250e-02,2.197802197802189994e-02
1.667074081730380436e-03,-1.457236591136279458e-03,-7.692307692308020250e-02,3.956043956043941989e-02
3.334148163460760872e-03,-1.457236591136279458e-03,5.494505494505830256e-02,4.395604395604379988e-03
5.001222245191141308e-03,-1.457236591136279458e-03,-7.692307692308020250e-02,-3.076923076923065992e-02
6.668296326921521744e-03,-1.457236591136279458e-03,-1.098901098901450268e-02,-5.714285714285693984e-02
8.335370408651902180e-03,-1.457236591136279458e-03,-1.098901098901450268e-02,-6.593406593406569982e-02
1.000244449038228262e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-7.472527472527445980e-02
1.166951857211266305e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-8.351648351648321977e-02
1.333659265384304349e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-9.230769230769197975e-02
1.500366673557342392e-02,-1.457236591136279458e-03,1.868131868131897022e-01,-1.010989010989007397e-01
1.667074081730380436e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-1.010989010989007397e-01
1.833781489903418480e-02,-1.457236591136279458e-03,1.208791208791240024e-01,-1.010989010989007397e-01
2.000488898076456523e-02,-1.457236591136279458e-03,-1.098901098901450268e-02,-1.098901098901094997e-01
2.167196306249494567e-02,-1.457236591136279458e-03,1.208791208791240024e-01,-1.098901098901094997e-01
2.333903714422532610e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-1.186813186813182597e-01
2.500611122595570654e-02,-1.457236591136279458e-03,-7.692307692308020250e-02,-1.186813186813182597e-01
2.667318530768608698e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-1.098901098901094997e-01
2.834025938941646741e-02,-1.457236591136279458e-03,1.208791208791240024e-01,-1.186813186813182597e-01
3.000733347114684785e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-1.186813186813182597e-01
3.167440755287723175e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-1.098901098901094997e-01
3.334148163460760872e-02,-1.457236591136279458e-03,-1.098901098901450268e-02,-1.098901098901094997e-01
3.500855571633798569e-02,-1.457236591136279458e-03,-1.098901098901450268e-02,-1.186813186813182597e-01
3.667562979806836265e-02,-1.457236591136279458e-03,1.208791208791240024e-01,-1.274725274725270197e-01
3.834270387979873962e-02,-1.457236591136279458e-03,-1.098901098901450268e-02,-1.274725274725270197e-01
4.000977796152911659e-02,-1.457236591136279458e-03,-1.098901098901450268e-02,-1.274725274725270197e-01
4.167685204325949355e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-1.362637362637357796e-01
4.334392612498987052e-02,-1.457236591136279458e-03,5.494505494505830256e-02,-1.274725274725270197e-01
4.501100020672024749e-02,-1.457236591136279458e-03,1.208791208791240024e-01,-1.362637362637357796e-01
4.667807428845062445e-02,-1.457236591136279458e-03,-1.428571428571459023e-01,-1.450549450549445396e-01
4.834514837018100142e-02,-1.457236591136279458e-03,-1.098901098901450268e-02,-1.186813186813182597e-01
5.001222245191137838e-02,-1.457236591136279458e-03,-7.692307692308020250e-02,-1.274725274725270197e-01
5.167929653364175535e-02,-1.457236591136279458e-03,1.208791208791240024e-01,-1.362637362637357796e-01
5.334637061537213232e-02,-1.457236591136279458e-03,-1.098901098901450268e-02,-1.362637362637357796e-01
5.501344469710250928e-02,-1.457236591136279458e-03,-7.692307692308020250e-02,-1.362637362637357796e-01
